0.000000e+00 2.640973e-12 5.000000e+17
5.000000e-08 2.640973e-12 5.000000e+17
1.000000e-07 2.640973e-12 5.000000e+17
1.500000e-07 2.640973e-12 5.000000e+17
2.000000e-07 2.640973e-12 5.000000e+17
2.500000e-07 2.640973e-12 5.000000e+17
3.000000e-07 2.640973e-12 5.000000e+17
3.500000e-07 2.640973e-12 5.000000e+17
4.000000e-07 2.640973e-12 5.000000e+17
4.500000e-07 2.640973e-12 5.000000e+17
5.000000e-07 2.640973e-12 5.000000e+17
5.500000e-07 2.640973e-12 5.000000e+17
6.000000e-07 2.640973e-12 5.000000e+17
6.500000e-07 2.640973e-12 5.000000e+17
7.000000e-07 2.640973e-12 5.000000e+17
7.500000e-07 2.640973e-12 5.000000e+17
8.000000e-07 2.640973e-12 5.000000e+17
8.500000e-07 2.640973e-12 5.000000e+17
9.000000e-07 2.640973e-12 5.000000e+17
9.500000e-07 2.640973e-12 5.000000e+17
1.000000e-06 2.640973e-12 5.000000e+17
1.050000e-06 2.640973e-12 5.000000e+17
1.100000e-06 2.640973e-12 5.000000e+17
1.150000e-06 2.640973e-12 5.000000e+17
1.200000e-06 2.640973e-12 5.000000e+17
1.250000e-06 2.640973e-12 5.000000e+17
1.300000e-06 2.640973e-12 5.000000e+17
1.350000e-06 2.640973e-12 5.000000e+17
1.400000e-06 2.640973e-12 5.000000e+17
1.450000e-06 2.640973e-12 5.000000e+17
1.500000e-06 2.640973e-12 5.000000e+17
1.550000e-06 2.640973e-12 5.000000e+17
1.600000e-06 2.640973e-12 5.000000e+17
1.650000e-06 2.640973e-12 5.000000e+17
1.700000e-06 2.640973e-12 5.000000e+17
1.750000e-06 2.640973e-12 5.000000e+17
1.800000e-06 2.640973e-12 5.000000e+17
1.850000e-06 2.640973e-12 5.000000e+17
1.900000e-06 2.640973e-12 5.000000e+17
1.950000e-06 2.640973e-12 5.000000e+17
2.000000e-06 2.640973e-12 5.000000e+17
2.050000e-06 2.640973e-12 5.000000e+17
2.100000e-06 2.640973e-12 5.000000e+17
2.150000e-06 2.640973e-12 5.000000e+17
2.200000e-06 2.640973e-12 5.000000e+17
2.250000e-06 2.640973e-12 5.000000e+17
2.300000e-06 2.640973e-12 5.000000e+17
2.350000e-06 2.640973e-12 5.000000e+17
2.400000e-06 2.640973e-12 5.000000e+17
2.450000e-06 2.640973e-12 5.000000e+17
2.500000e-06 2.640973e-12 5.000000e+17
2.550000e-06 2.640973e-12 5.000000e+17
2.600000e-06 2.640973e-12 5.000000e+17
2.650000e-06 2.640973e-12 5.000000e+17
2.700000e-06 2.640973e-12 5.000000e+17
2.750000e-06 2.640973e-12 5.000000e+17
2.800000e-06 2.640973e-12 5.000000e+17
2.850000e-06 2.640973e-12 5.000000e+17
2.900000e-06 2.640973e-12 5.000000e+17
2.950000e-06 2.640973e-12 5.000000e+17
3.000000e-06 2.640973e-12 5.000000e+17
3.050000e-06 2.640973e-12 5.000000e+17
3.100000e-06 2.640973e-12 5.000000e+17
3.150000e-06 2.640973e-12 5.000000e+17
3.200000e-06 2.640973e-12 5.000000e+17
3.250000e-06 2.640973e-12 5.000000e+17
3.300000e-06 2.640973e-12 5.000000e+17
3.350000e-06 2.640973e-12 5.000000e+17
3.400000e-06 2.640973e-12 5.000000e+17
3.450000e-06 2.640973e-12 5.000000e+17
3.500000e-06 2.640973e-12 5.000000e+17
3.550000e-06 2.640973e-12 5.000000e+17
3.600000e-06 2.640973e-12 5.000000e+17
3.650000e-06 2.640973e-12 5.000000e+17
3.700000e-06 2.640973e-12 5.000000e+17
3.750000e-06 2.640973e-12 5.000000e+17
3.800000e-06 2.640973e-12 5.000000e+17
3.850000e-06 2.640973e-12 5.000000e+17
3.900000e-06 2.640973e-12 5.000000e+17
3.950000e-06 2.640973e-12 5.000000e+17
4.000000e-06 2.640973e-12 5.000000e+17
4.050000e-06 2.640973e-12 5.000000e+17
4.100000e-06 2.640973e-12 5.000000e+17
