0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.000000e-10 3.745900e-04 1.215448e-03 3.888634e-03
2.000000e-10 7.504103e-04 2.432290e-03 7.770296e-03
3.000000e-10 1.128707e-03 3.651955e-03 1.163814e-02
4.000000e-10 1.510736e-03 4.875892e-03 1.548540e-02
5.000000e-10 1.897773e-03 6.105569e-03 1.930542e-02
6.000000e-10 2.291113e-03 7.342489e-03 2.309167e-02
7.000000e-10 2.692082e-03 8.588190e-03 2.683780e-02
8.000000e-10 3.102039e-03 9.844257e-03 3.053768e-02
9.000000e-10 3.522384e-03 1.111233e-02 3.418538e-02
1.000000e-09 3.954569e-03 1.239412e-02 3.777530e-02
1.100000e-09 4.400109e-03 1.369143e-02 4.130215e-02
1.200000e-09 4.860580e-03 1.500614e-02 4.476093e-02
1.300000e-09 5.337620e-03 1.634019e-02 4.814684e-02
1.400000e-09 5.832935e-03 1.769557e-02 5.145535e-02
1.500000e-09 6.348304e-03 1.907436e-02 5.468214e-02
1.600000e-09 6.885590e-03 2.047869e-02 5.782314e-02
1.700000e-09 7.446743e-03 2.191077e-02 6.087452e-02
1.800000e-09 8.033808e-03 2.337289e-02 6.383270e-02
1.900000e-09 8.648937e-03 2.486742e-02 6.669433e-02
2.000000e-09 9.294391e-03 2.639681e-02 6.945631e-02
2.100000e-09 9.972556e-03 2.796363e-02 7.211579e-02
2.200000e-09 1.068595e-02 2.957050e-02 7.467015e-02
2.300000e-09 1.143722e-02 3.122019e-02 7.711701e-02
2.400000e-09 1.222919e-02 3.291555e-02 7.945424e-02
2.500000e-09 1.306482e-02 3.465955e-02 8.167993e-02
2.600000e-09 1.394726e-02 3.645529e-02 8.379241e-02
2.700000e-09 1.487986e-02 3.830598e-02 8.579024e-02
2.800000e-09 1.586614e-02 4.021497e-02 8.767218e-02
2.900000e-09 1.690986e-02 4.218575e-02 8.943725e-02
3.000000e-09 1.801501e-02 4.422198e-02 9.108466e-02
3.100000e-09 1.918583e-02 4.632745e-02 9.261382e-02
3.200000e-09 2.042681e-02 4.850613e-02 9.402436e-02
3.300000e-09 2.174275e-02 5.076215e-02 9.531610e-02
3.400000e-09 2.313874e-02 5.309985e-02 9.648906e-02
3.500000e-09 2.462019e-02 5.552374e-02 9.754343e-02
3.600000e-09 2.619289e-02 5.803854e-02 9.847960e-02
3.700000e-09 2.786296e-02 6.064921e-02 9.929812e-02
3.800000e-09 2.963695e-02 6.336091e-02 9.999970e-02
3.900000e-09 3.152184e-02 6.617905e-02 1.005852e-01
4.000000e-09 3.352506e-02 6.910930e-02 1.010557e-01
4.100000e-09 3.565451e-02 7.215758e-02 1.014123e-01
4.200000e-09 3.791865e-02 7.533011e-02 1.016563e-01
4.300000e-09 4.032646e-02 7.863339e-02 1.017892e-01
4.400000e-09 4.288756e-02 8.207425e-02 1.018125e-01
4.500000e-09 4.561217e-02 8.565983e-02 1.017278e-01
4.600000e-09 4.851121e-02 8.939763e-02 1.015370e-01
4.700000e-09 5.159634e-02 9.329551e-02 1.012419e-01
4.800000e-09 5.487998e-02 9.736171e-02 1.008444e-01
4.900000e-09 5.837540e-02 1.016049e-01 1.003466e-01
5.000000e-09 6.185843e-02 1.057684e-01 9.978361e-02
5.100000e-09 6.504445e-02 1.093396e-01 9.865284e-02
5.200000e-09 6.816962e-02 1.125748e-01 9.692968e-02
5.300000e-09 7.123186e-02 1.154657e-01 9.462616e-02
5.400000e-09 7.422923e-02 1.180051e-01 9.175768e-02
5.500000e-09 7.715986e-02 1.201868e-01 8.834294e-02
5.600000e-09 8.002201e-02 1.220058e-01 8.440376e-02
5.700000e-09 8.281407e-02 1.234584e-01 7.996496e-02
5.800000e-09 8.553449e-02 1.245418e-01 7.505414e-02
5.900000e-09 8.818186e-02 1.252543e-01 6.970157e-02
6.000000e-09 9.075485e-02 1.255953e-01 6.393992e-02
6.100000e-09 9.325222e-02 1.255653e-01 5.780412e-02
6.200000e-09 9.567283e-02 1.251661e-01 5.133107e-02
6.300000e-09 9.801563e-02 1.244000e-01 4.455948e-02
6.400000e-09 1.002796e-01 1.232709e-01 3.752962e-02
6.500000e-09 1.024639e-01 1.217833e-01 3.028304e-02
6.600000e-09 1.045677e-01 1.199429e-01 2.286237e-02
6.700000e-09 1.065903e-01 1.177562e-01 1.531106e-02
6.800000e-09 1.085308e-01 1.152306e-01 7.673144e-03
6.900000e-09 1.103888e-01 1.123746e-01 -7.048599e-06
7.000000e-09 1.121637e-01 1.091972e-01 -7.685101e-03
7.100000e-09 1.138548e-01 1.057087e-01 -1.531678e-02
7.200000e-09 1.154619e-01 1.019197e-01 -2.285825e-02
7.300000e-09 1.169843e-01 9.784179e-02 -3.026636e-02
7.400000e-09 1.184218e-01 9.348731e-02 -3.749883e-02
